UUSERID,ARTICLEID,CLICK,TIMEDURATION,VISITDATE,VISITTIME,CATEGORIES
113373746969,1084213,1,1.59,2021-08-30 00:00:00,18:09:04,The Block Contestants
115187261466,1084538,1,3.00,2021-09-13 00:00:00,11:18:39,The Block
115069529903,1080026,1,31.86,2021-08-28 00:00:00,00:20:45,Rural Property News
115193411451,1085616,1,3.05,2021-09-14 00:00:00,13:12:56,Architecture and renovation
115072843746,1080026,1,0.01,2021-08-28 00:00:00,11:53:37,Neighbourhoods
115099294658,1080026,1,12.45,2021-08-31 00:00:00,13:59:53,Rural
115075907443,1080026,1,19.32,2021-08-28 00:00:00,08:47:29,Suburb &amp; Neighbourhood Profiles
115161870344,1080026,1,2.45,2021-09-09 00:00:00,19:20:04,Rural Property News
115101594471,1077478,1,0.01,2021-09-01 00:00:00,17:51:08,Home trends
115066108524,1075653,1,1.96,2021-08-27 00:00:00,16:33:23,New Property Developments
113549919683,1075988,1,7.55,2021-08-26 00:00:00,16:47:52,Suburb &amp; Neighbourhood Profiles
115167686707,1087016,2,0.97,2021-09-10 00:00:00,08:24:44,Auctions
113569722936,1084163,1,1.77,2021-08-30 00:00:00,20:13:16,House Prices
113092973933,1086433,1,1.86,2021-09-08 00:00:00,19:15:58,Title Deeds
115193558138,1084577,1,0.72,2021-09-14 00:00:00,18:50:40,Coronavirus
109921200922,1082035,1,2.32,2021-08-22 00:00:00,20:44:28,Architecture and renovation
115119721559,1085208,1,10.10,2021-09-04 00:00:00,09:16:26,The Block
109784484833,1085839,2,2.86,2021-09-04 00:00:00,19:04:09,Coronavirus
115015593352,1079628,1,2.88,2021-08-20 00:00:00,00:45:33,Neighbourhoods
115077066541,1080026,1,10.70,2021-08-28 00:00:00,19:31:42,Neighbourhoods
115076378404,1080026,2,12.58,2021-08-29 00:00:00,07:37:23,Rural Property News
113680349531,1077478,1,0.65,2021-08-26 00:00:00,21:37:55,DIY
114247000261,1085208,1,0.91,2021-09-04 00:00:00,06:02:55,On Market
115134519152,1080026,1,1.15,2021-09-06 00:00:00,09:42:34,Rural Property News
115149749027,329100,2,5.50,2021-09-07 00:00:00,13:47:24,
115121763956,1040901,1,4.59,2021-09-03 00:00:00,14:16:03,On Market
115091284983,1084148,1,2.70,2021-08-31 00:00:00,08:53:05,Environment
114118856930,1083174,1,3.66,2021-09-01 00:00:00,22:57:45,Title Deeds
115125979809,1085840,1,1.39,2021-09-04 00:00:00,22:35:57,House Prices
115015205244,1075569,1,1.16,2021-08-20 00:00:00,03:58:33,Coronavirus
34710552,1083684,1,11.98,2021-08-31 00:00:00,15:10:14,Coronavirus
115076671647,1080026,1,53.48,2021-08-28 00:00:00,14:08:38,Rural
114735597689,1081687,1,1.80,2021-08-22 00:00:00,16:27:14,Title Deeds
115080191444,1083467,1,2.43,2021-08-29 00:00:00,14:08:54,On Market
115006462211,1081208,1,5.90,2021-08-18 00:00:00,22:43:32,Rental Prices
114192998735,1074257,1,0.02,2021-09-13 00:00:00,06:58:16,Title Deeds
115112940752,1084751,1,1.04,2021-09-03 00:00:00,07:35:11,House Prices
115055303832,1083174,2,31.70,2021-08-26 00:00:00,08:35:04,Title Deeds
115024776483,1075997,1,2.26,2021-08-21 00:00:00,21:25:21,Rural Property News
115065728464,1082578,1,8.49,2021-08-27 00:00:00,18:38:27,Affordability
115149551276,1081848,1,1.61,2021-09-08 00:00:00,07:50:04,Coronavirus
115184606018,1087608,1,16.69,2021-09-12 00:00:00,22:02:42,Title Deeds
115047867711,1081964,1,2.17,2021-08-25 00:00:00,07:39:04,Title Deeds
115187464797,1087775,1,2.59,2021-09-13 00:00:00,16:31:20,Auctions
101214335112,1084778,1,1.10,2021-09-02 00:00:00,16:05:32,Coronavirus
115065945915,1077478,1,3.17,2021-08-27 00:00:00,22:38:14,DIY
115164875099,1086395,1,1.15,2021-09-10 00:00:00,06:55:11,Architecture and renovation
113975037620,1087169,1,2.16,2021-09-10 00:00:00,21:23:42,Title Deeds
115021600897,1078835,1,3.60,2021-08-21 00:00:00,04:04:28,The Block Contestants
115193401597,1085208,1,1.65,2021-09-14 00:00:00,17:47:27,On Market
114431074845,1085208,1,2.84,2021-09-10 00:00:00,15:55:29,The Block
115193979322,1087775,1,1.17,2021-09-14 00:00:00,10:37:38,Auctions
115134494517,1085208,1,2.38,2021-09-06 00:00:00,08:10:02,The Block
115138440092,1085749,1,1.57,2021-09-06 00:00:00,23:17:30,Celebrity
115149449980,1080026,1,2.35,2021-09-08 00:00:00,09:38:43,Neighbourhoods
115161955444,1078989,1,0.62,2021-09-09 00:00:00,14:55:14,On Market
115003367318,1079648,1,2.73,2021-08-18 00:00:00,04:58:03,Coronavirus
113101538890,1080026,1,1.54,2021-08-28 00:00:00,14:19:05,Neighbourhoods
115187043681,1087116,1,2.19,2021-09-13 00:00:00,22:07:13,Title Deeds
115150407562,793247,1,4.05,2021-09-07 00:00:00,23:51:14,
115173832331,1085208,1,1.84,2021-09-11 00:00:00,13:22:46,On Market
115047714157,1077484,1,1.44,2021-08-24 00:00:00,12:39:38,Architecture and renovation
113794973581,1080026,1,1.38,2021-08-31 00:00:00,11:31:11,Rural Property News
114757568757,1085868,1,0.01,2021-09-08 00:00:00,21:13:50,Architecture and renovation
115094107164,1083158,1,1.45,2021-08-31 00:00:00,11:39:55,Architecture and renovation
114792989308,1086886,2,0.03,2021-09-14 00:00:00,07:22:24,On Market
115117945474,1081964,1,2.95,2021-09-03 00:00:00,21:52:05,Title Deeds
115027047011,871024,2,65.48,2021-08-22 00:00:00,08:29:33,
17556,1081647,1,4.29,2021-08-20 00:00:00,18:27:36,Architecture and renovation
115150363899,1085208,1,2.59,2021-09-08 00:00:00,07:57:22,The Block Contestants
33591278,1085101,1,2.31,2021-09-15 00:00:00,06:56:21,DIY
114011091143,1085020,1,1.48,2021-09-03 00:00:00,16:57:05,On Market
115141941378,1086068,1,3.23,2021-09-06 00:00:00,21:06:59,The Block
113717614205,1084163,1,1.44,2021-08-30 00:00:00,07:01:39,House Prices
112014385007,1087384,1,0.95,2021-09-12 00:00:00,18:27:42,Coronavirus
115174085119,367180,1,1.59,2021-09-11 00:00:00,22:32:45,
115044561536,1081403,1,1.58,2021-08-24 00:00:00,15:17:34,The Block
115075786256,1084059,1,1.10,2021-09-03 00:00:00,07:44:57,Auctions
115072378569,1079704,1,5.20,2021-08-28 00:00:00,15:36:57,Analysis
115184249889,1074217,1,4.41,2021-09-13 00:00:00,07:51:11,Neighbourhoods
115000602411,1077478,1,13.36,2021-08-17 00:00:00,09:51:20,Small living
115128876338,1084975,1,3.01,2021-09-04 00:00:00,15:41:24,Title Deeds
114999870537,1079608,1,3.12,2021-08-17 00:00:00,17:49:22,On Market
115099449340,1084256,1,6.13,2021-08-31 00:00:00,14:51:04,House Prices
115149013346,1086068,1,1.20,2021-09-08 00:00:00,10:27:12,The Block Contestants
115138435418,1084778,1,1.35,2021-09-06 00:00:00,15:02:48,Affordability
114719038437,1075569,2,1.38,2021-08-18 00:00:00,13:14:06,Coronavirus
115110269515,1083158,1,23.59,2021-09-02 00:00:00,19:02:18,Architecture and renovation
115113968894,1084778,1,1.19,2021-09-03 00:00:00,06:42:27,First-Home Buyers
115027609339,1084148,1,1.34,2021-09-02 00:00:00,07:43:13,Environment
115051886171,756250,1,13.73,2021-08-25 00:00:00,13:54:46,
115012392735,1081450,1,1.39,2021-08-19 00:00:00,18:58:35,Celebrity
115088334711,1081964,1,4.82,2021-08-30 00:00:00,19:10:34,Title Deeds
113554087681,1024896,1,175.01,2021-08-21 00:00:00,23:08:57,Lounge Room
112787893467,919915,2,14.60,2021-08-17 00:00:00,16:42:07,
115077212044,1080026,1,21.21,2021-08-28 00:00:00,22:22:39," Advice and Market trends"
114999723917,1084778,1,1.31,2021-09-05 00:00:00,06:59:59,First-Home Buyers
115044767121,1080026,1,2.35,2021-08-30 00:00:00,17:30:45,Suburb &amp; Neighbourhood Profiles
115018504398,1086246,1,0.03,2021-09-11 00:00:00,12:56:42,Architecture and renovation
114451257570,1081754,1,6.02,2021-08-21 00:00:00,11:32:56,House Prices
113555912822,1085208,1,1.36,2021-09-13 00:00:00,23:44:19,On Market
115128867129,1084538,1,0.77,2021-09-05 00:00:00,09:55:20,Home trends
115031858508,1075997,1,2.85,2021-08-22 00:00:00,22:54:58,Moving Tips
115177002031,1087384,3,1.24,2021-09-12 00:00:00,08:55:06,Celebrity
115190488343,1087729,1,79.06,2021-09-13 00:00:00,19:58:13,Bathrooms
113434022269,1080026,1,1.13,2021-08-28 00:00:00,09:53:48," Advice and Market trends"
115027984347,1079628,1,1.56,2021-08-22 00:00:00,18:10:07,The Block
114815629882,1087687,1,0.01,2021-09-11 00:00:00,19:31:05,Auctions
115125536967,1083440,1,4.43,2021-09-04 00:00:00,14:12:48,Title Deeds
115066427476,1083467,1,3.97,2021-08-27 00:00:00,22:32:30,House Prices
115131802158,1080026,1,1.56,2021-09-05 00:00:00,21:41:08,Rural Property News
114003903990,1081964,1,2.94,2021-08-24 00:00:00,13:50:01,Title Deeds
115015362211,1081450,1,1.25,2021-08-19 00:00:00,13:35:52,Celebrity
115167720464,1080026,1,1.97,2021-09-10 00:00:00,10:14:50,Rural
115138684197,206781,1,0.99,2021-09-06 00:00:00,19:34:18,
113780425499,1077484,1,0.89,2021-08-24 00:00:00,18:33:52,Architecture and renovation
115110120057,109407,1,1.77,2021-09-02 00:00:00,18:53:48,
115129779556,1085031,1,89.15,2021-09-04 00:00:00,10:28:05,Coronavirus
112567489452,1084059,2,4.95,2021-09-05 00:00:00,09:07:43,Auctions
110126951194,1087169,1,0.92,2021-09-10 00:00:00,17:32:50,Title Deeds
114807682981,1075975,1,1.13,2021-08-18 00:00:00,16:10:05,Suburb &amp; Neighbourhood Profiles
115028235540,1036610,1,1.23,2021-08-22 00:00:00,06:15:43,New Developments
113318483533,1080397,1,2.79,2021-08-27 00:00:00,08:44:06,Gardening
104846642306,1080026,1,6.34,2021-08-28 00:00:00,19:07:16,Rural Property News
114161866324,1084577,1,0.73,2021-09-02 00:00:00,08:51:38,Coronavirus
115051928660,1083174,1,2.62,2021-08-25 00:00:00,19:19:50,Title Deeds
115047605498,1082978,1,1.55,2021-08-25 00:00:00,08:12:05,Tenants
114614392813,1083044,1,1.14,2021-08-27 00:00:00,05:53:57,Coronavirus
115028049345,1081826,1,1.44,2021-08-22 00:00:00,08:00:28,Coronavirus
115134621809,950547,1,387.91,2021-09-06 00:00:00,01:06:32,
115018671995,1085434,1,1.01,2021-09-08 00:00:00,12:33:04,Sponsored content
115156364797,1086547,3,1.84,2021-09-09 00:00:00,06:31:08,House Prices
114059366215,1087169,1,1.06,2021-09-11 00:00:00,17:24:44,Title Deeds
112354283553,1084163,1,1.95,2021-08-30 00:00:00,14:15:07,House Prices
112730634887,1080026,1,1.42,2021-08-28 00:00:00,16:16:34,Rural
114295788616,1081964,1,6.80,2021-08-24 00:00:00,20:36:17,Title Deeds
115145528705,1084778,1,2.35,2021-09-07 00:00:00,15:34:17,Housing Affordability
115178006425,1086722,1,1.59,2021-09-12 00:00:00,08:12:39,House Prices
115173871003,1084235,1,1.94,2021-09-11 00:00:00,14:40:58,Neighbourhoods
115105731377,1084778,1,2.44,2021-09-02 00:00:00,01:51:26,First-Home Buyer Advice
115058423546,1083334,1,1.17,2021-08-26 00:00:00,19:58:32,House Prices
115081157388,1075997,1,1.21,2021-08-29 00:00:00,17:35:09,Rural
115073207121,1080026,1,0.23,2021-08-28 00:00:00,15:40:25,Suburb &amp; Neighbourhood Profiles
115015344240,1075569,1,2.34,2021-08-20 00:00:00,08:20:03,Coronavirus
115098798021,769983,1,26.60,2021-08-31 00:00:00,13:26:15,
115094144322,1084081,1,1.39,2021-08-31 00:00:00,17:39:14,On Market
115087685829,767371,2,2.20,2021-08-30 00:00:00,23:31:50,
113784821702,1085434,1,0.01,2021-09-11 00:00:00,14:38:34,Sponsored content
114750407648,1080026,1,0.04,2021-09-11 00:00:00,03:57:24,Suburb &amp; Neighbourhood Profiles
115191337604,1087729,1,8.83,2021-09-13 00:00:00,21:26:02,The Block
115197123805,1087687,1,5.60,2021-09-15 00:00:00,06:55:30,Auctions
113849009446,1085208,5,7.33,2021-09-04 00:00:00,15:25:41,The Block
115059142255,983342,1,1.18,2021-08-26 00:00:00,14:11:00,Home Organisation
113163746060,1082978,1,2.28,2021-08-25 00:00:00,08:17:45,Neighbourhoods
60927,1080026,1,1.02,2021-08-28 00:00:00,10:34:22,Neighbourhoods
114772963141,1085208,1,0.01,2021-09-12 00:00:00,20:56:54,The Block Contestants
115090493691,1082908,2,2.60,2021-08-31 00:00:00,09:03:39,Neighbourhoods
115112947606,1084538,1,0.01,2021-09-03 00:00:00,06:43:02,The Block
115048982386,1072589,1,2.29,2021-08-24 00:00:00,18:56:47,On Market
115156878857,1080026,1,2.17,2021-09-09 00:00:00,06:19:35," Advice and Market trends"
113161783894,1086401,1,0.13,2021-09-10 00:00:00,13:47:03,Architecture and renovation
115174212912,1085760,1,2.92,2021-09-11 00:00:00,14:22:33,Coronavirus
114815220398,1075973,1,1.28,2021-08-22 00:00:00,18:49:17,Architecture and renovation
115136049189,1081432,1,2.63,2021-09-05 00:00:00,16:01:31,Celebrity
115138873480,1084729,1,3.96,2021-09-06 00:00:00,22:54:52,Celebrity
114778997438,1080766,1,10.53,2021-09-03 00:00:00,20:59:28,Auctions
115015377006,1075975,1,1.44,2021-08-19 00:00:00,17:07:03,Neighbourhoods
115098380791,1084614,1,0.53,2021-09-01 00:00:00,09:54:53,Auctions
115003240592,1077478,1,14.92,2021-08-18 00:00:00,06:35:56,DIY
104825456915,1077151,1,0.45,2021-09-01 00:00:00,15:16:10,Moving Tips
115066147375,1079726,1,3.01,2021-08-27 00:00:00,10:50:28,Celebrity
115027052566,1081137,1,1.22,2021-08-21 00:00:00,18:48:19,House Prices
105474248489,1081964,1,0.66,2021-08-30 00:00:00,17:32:54,Title Deeds
114641035760,1082571,1,1.41,2021-09-05 00:00:00,08:24:46,Neighbourhoods
114150515184,1085208,1,0.01,2021-09-05 00:00:00,06:28:38,The Block Contestants
100417344703,1085208,1,0.98,2021-09-11 00:00:00,00:32:27,On Market
115033651039,1077685,1,0.01,2021-08-23 00:00:00,07:14:54,Neighbourhoods
115090504356,1080026,1,0.01,2021-08-31 00:00:00,07:16:21,Rural
115051850529,1080026,1,3.66,2021-09-11 00:00:00,08:26:04,Suburb &amp; Neighbourhood Profiles
115141923642,1085208,2,2.24,2021-09-07 00:00:00,03:53:51,On Market
113770116382,285745,1,3.93,2021-09-05 00:00:00,14:00:54,
112996539024,1081403,1,6.14,2021-08-20 00:00:00,20:09:42,The Block
115027029817,1075969,1,2.34,2021-08-22 00:00:00,07:18:15,On Market
114334898465,1081849,1,1.41,2021-08-20 00:00:00,13:07:51,Coronavirus
115034516458,1077966,1,1.47,2021-08-22 00:00:00,12:37:58,Neighbourhoods
115183447647,1083158,1,1.54,2021-09-13 00:00:00,05:41:14,Architecture and renovation
114321600024,1088021,1,1.05,2021-09-15 00:00:00,01:47:14,Affordability
115167740950,1086024,1,1.38,2021-09-10 00:00:00,07:16:22,Architecture and renovation
110076081196,1085101,1,0.09,2021-09-14 00:00:00,14:13:04,The Block
115156767212,1086254,2,3.19,2021-09-09 00:00:00,06:59:55,Housing Affordability
115170595864,1087384,1,2.82,2021-09-11 00:00:00,08:40:38,Coronavirus
115080059668,1078141,2,1.95,2021-08-29 00:00:00,16:24:00,Auctions
115160714878,1086024,1,2.05,2021-09-09 00:00:00,22:38:10,Architecture and renovation
113677094262,1084778,1,1.44,2021-09-05 00:00:00,16:58:23,Affordability
115037712164,1082534,2,2.38,2021-08-23 00:00:00,15:31:34,Auctions
115090450768,1080026,1,8.01,2021-08-30 00:00:00,18:26:35,Suburb &amp; Neighbourhood Profiles
115012167438,1075975,1,1.31,2021-08-19 00:00:00,18:20:59,Neighbourhoods
113535330559,1084577,1,1.23,2021-09-03 00:00:00,12:03:49,Coronavirus
115125434334,1085031,1,0.96,2021-09-04 00:00:00,14:26:21,Auctions
115128718240,1083174,2,2.93,2021-09-05 00:00:00,07:02:10,Title Deeds
115015120192,1081393,1,1.68,2021-08-20 00:00:00,07:43:56,Auctions
115094129375,1084256,1,2.47,2021-08-31 00:00:00,18:32:43,House Prices
115125284131,1085208,1,5.00,2021-09-04 00:00:00,21:19:27,The Block
115084712790,1080026,1,0.56,2021-08-30 00:00:00,07:07:25,Rural
115164096541,1080026,1,2.00,2021-09-10 00:00:00,06:03:38,Rural
115110817534,1084213,1,1.17,2021-09-02 00:00:00,16:43:09,The Block
100591099504,1086433,1,6.46,2021-09-08 00:00:00,11:03:49,Title Deeds
115193893939,1086886,1,1.07,2021-09-14 00:00:00,09:56:13,On Market
115027089137,1082457,1,51.97,2021-08-21 00:00:00,18:16:32,Auctions
115135272374,1084538,1,0.40,2021-09-06 00:00:00,09:13:08,Home trends
115113003918,1080026,1,6.89,2021-09-02 00:00:00,15:31:51,Suburb &amp; Neighbourhood Profiles
115183590726,1087608,1,2.23,2021-09-12 00:00:00,19:40:34,Title Deeds
113700472314,1084538,1,0.68,2021-09-04 00:00:00,17:51:04,Home trends
115073124375,1080026,1,0.01,2021-08-28 00:00:00,16:44:45,Rural
115117902946,1080026,1,2.86,2021-09-03 00:00:00,20:49:43,Rural Property News
113018341428,1077478,1,0.41,2021-09-06 00:00:00,05:55:22,Small living
115033622287,1082423,1,1.88,2021-08-23 00:00:00,07:30:24,Pets
114973630629,1075653,1,0.49,2021-08-31 00:00:00,17:07:55,Neighbourhoods
115031352188,1077685,1,2.34,2021-08-22 00:00:00,11:11:52,Suburb &amp; Neighbourhood Profiles
115187175657,1084764,1,0.16,2021-09-13 00:00:00,14:52:27,Owners
115173806962,1079084,1,1.87,2021-09-12 00:00:00,00:02:12,New Property Developments
115141569241,1084577,1,0.71,2021-09-06 00:00:00,14:00:52,Coronavirus
115037823098,1075975,1,1.49,2021-08-23 00:00:00,20:07:52,Suburb &amp; Neighbourhood Profiles
100444241015,1085031,1,1.27,2021-09-04 00:00:00,22:27:03,Auctions
115041335229,1081848,1,4.03,2021-08-24 00:00:00,08:01:17,Coronavirus
115177635801,924813,1,7.89,2021-09-11 00:00:00,23:19:38,
113598874006,1077151,1,7.55,2021-08-29 00:00:00,21:11:48,Sponsored content
115193566707,1086409,2,3.42,2021-09-14 00:00:00,09:41:00,House Prices
115047957848,1081848,1,1.36,2021-08-25 00:00:00,00:08:48,Coronavirus
115109990271,1084059,1,37.22,2021-09-02 00:00:00,13:36:27,Coronavirus
114765010537,1084157,1,0.03,2021-08-31 00:00:00,10:47:31,First-Home Buyers
115119734855,873618,1,3.71,2021-09-04 00:00:00,08:54:42,
115048520910,1081848,1,27.40,2021-08-25 00:00:00,02:10:27,Coronavirus
115105107834,1084538,1,6.74,2021-09-02 00:00:00,06:33:36,Home trends
113912635231,1084081,1,1.68,2021-09-01 00:00:00,04:45:49,On Market
115170604743,1086024,1,2.45,2021-09-11 00:00:00,06:28:57,Home trends
115157355837,1079648,1,1.99,2021-09-09 00:00:00,04:51:39,House and Land
113762165815,1080757,1,3.03,2021-08-18 00:00:00,20:45:42,Coronavirus
115065704710,1083040,1,26.06,2021-08-27 00:00:00,11:19:53,Auctions
115171108003,1087384,1,0.54,2021-09-11 00:00:00,07:03:54,House Prices
112887830187,1084256,3,5.59,2021-09-05 00:00:00,20:50:08,House Prices
115145278615,1085760,1,1.00,2021-09-07 00:00:00,16:47:16,Coronavirus
115000264388,1080458,1,2.27,2021-08-17 00:00:00,14:11:08,Architecture and renovation
115028185898,1082455,1,3.53,2021-08-22 00:00:00,04:09:20,Coronavirus
114735600042,1078835,1,1.42,2021-08-19 00:00:00,09:44:27,The Block Contestants
115087601072,1084239,1,1.34,2021-08-30 00:00:00,13:49:51,Auctions
115190544059,1070963,1,2.02,2021-09-13 00:00:00,15:02:17,Architecture and renovation
115052349879,1083174,1,2.12,2021-08-25 00:00:00,17:45:52,Title Deeds
114821695569,1084157,1,0.75,2021-08-31 00:00:00,09:11:54," News and Guides"
115125713351,1084788,3,3.96,2021-09-04 00:00:00,14:16:21,House Prices
115006958700,1080458,1,7.95,2021-08-18 00:00:00,11:45:34,Architecture and renovation
110491206075,1084538,1,1.34,2021-09-06 00:00:00,08:38:58,The Block
115160314365,1086246,1,2.66,2021-09-09 00:00:00,13:53:22,Architecture and renovation
113295976738,1083334,1,1.17,2021-08-27 00:00:00,11:27:09,Affordability
114276285566,1086921,1,3.46,2021-09-13 00:00:00,15:25:49,Bathroom
115153155418,900801,2,3.85,2021-09-08 00:00:00,18:54:15,
114087742668,1083174,1,0.02,2021-08-25 00:00:00,16:16:17,Title Deeds
115193454606,1084081,1,1.67,2021-09-14 00:00:00,21:39:28,On Market
113655550847,1085208,1,1.97,2021-09-11 00:00:00,06:48:14,The Block
115125251144,1010754,2,6.25,2021-09-04 00:00:00,14:02:40,Celebrity
113769610679,1077478,1,3.25,2021-08-28 00:00:00,08:20:45,Architecture and renovation
114765343089,1085749,1,0.51,2021-09-04 00:00:00,09:16:00,Celebrity
115167704052,1086068,1,0.06,2021-09-10 00:00:00,16:15:11,The Block
114052741947,1081848,2,45.57,2021-08-25 00:00:00,07:26:51,Coronavirus
115022400683,1017504,2,13.06,2021-08-20 00:00:00,21:09:49,House Prices
115160443493,1082567,1,1.95,2021-09-09 00:00:00,14:55:05,New Developments
115138852394,1085208,1,0.77,2021-09-06 00:00:00,20:13:42,The Block Contestants
112906967758,1082598,1,0.01,2021-09-12 00:00:00,10:05:55,Analysis
101164896006,1087016,1,0.91,2021-09-10 00:00:00,11:44:28,Coronavirus
115142988950,1078989,1,2.10,2021-09-07 00:00:00,08:03:44,On Market
115015343034,1074948,1,2.31,2021-08-19 00:00:00,23:16:34,Auctions
115173811319,1087687,1,1.88,2021-09-11 00:00:00,17:37:28,Coronavirus
114987640619,1084751,2,4.32,2021-09-03 00:00:00,14:24:42,On Market
115072877872,1078835,1,3.24,2021-08-28 00:00:00,11:06:23,The Block
114651064991,1084157,1,1.42,2021-08-29 00:00:00,17:41:12,First Home Buyers
115138448298,1083233,1,0.86,2021-09-06 00:00:00,23:42:42,House Prices
115131835986,1084538,1,0.16,2021-09-05 00:00:00,13:05:26,Architecture and renovation
115075810443,1084157,1,113.23,2021-08-28 00:00:00,20:16:58,Coronavirus
115080163259,1083158,1,1.38,2021-09-06 00:00:00,14:22:36,Architecture and renovation
114575793179,1083440,1,4.34,2021-08-28 00:00:00,22:36:55,Title Deeds
115170426176,1086401,1,1.68,2021-09-11 00:00:00,02:11:44,Architecture and renovation
115180308315,139557,1,3.02,2021-09-12 00:00:00,20:47:54,
115167566105,1087169,1,1.78,2021-09-10 00:00:00,19:57:00,Title Deeds
113764661738,1087568,1,0.63,2021-09-13 00:00:00,05:56:54,House Prices
115048820309,1083040,1,29.29,2021-08-25 00:00:00,09:55:23,House Prices
114517375798,1055143,1,2.70,2021-09-10 00:00:00,14:26:45,Moving
115044778244,1081964,1,1.31,2021-08-24 00:00:00,21:09:56,Title Deeds
100505911101,1083174,1,2.54,2021-08-25 00:00:00,19:05:47,Title Deeds
115138861444,1080826,1,2.63,2021-09-06 00:00:00,12:46:26,The Block
115009293605,1081393,1,1.48,2021-08-19 00:00:00,07:06:14,House Prices
114999847730,1080111,1,1.71,2021-08-17 00:00:00,22:38:53,Loans and finance
115145301227,1085760,1,1.04,2021-09-07 00:00:00,17:59:56,Coronavirus
115113534434,1084163,1,4.14,2021-09-03 00:00:00,11:59:08,Coronavirus
115034687531,1077685,1,43.86,2021-08-22 00:00:00,17:16:20,Suburb &amp; Neighbourhood Profiles
115161972637,1080026,1,7.12,2021-09-09 00:00:00,19:43:25,Rural
115131543515,1085208,1,1.26,2021-09-05 00:00:00,19:20:09,On Market
115055194540,1081403,1,2.52,2021-08-26 00:00:00,11:29:51,The Block
115073112719,1077478,1,0.75,2021-08-28 00:00:00,20:34:27,DIY
111263051381,1077478,1,2.69,2021-08-25 00:00:00,21:46:13,Architecture and renovation
115153213356,1086409,1,1.69,2021-09-08 00:00:00,15:02:18,House Prices
100482251837,798633,2,8.05,2021-08-23 00:00:00,13:28:09,
115193924719,1086886,1,2.06,2021-09-14 00:00:00,15:26:37,On Market
111049609030,1084163,2,5.90,2021-08-29 00:00:00,09:58:51,Coronavirus
113222710021,1087809,1,1.27,2021-09-13 00:00:00,20:01:41,House Prices
13568057,1083775,1,7.64,2021-08-30 00:00:00,11:25:10,Title Deeds
115131790509,1081964,1,7.69,2021-09-05 00:00:00,13:06:31,Title Deeds
115006761878,1078835,1,1.31,2021-08-18 00:00:00,11:50:06,The Block
115113367155,1084577,1,1.52,2021-09-03 00:00:00,01:22:54,House Prices
115037760555,1083158,1,1.38,2021-09-01 00:00:00,05:56:07,Architecture and renovation
113975540103,1083467,1,5.05,2021-09-09 00:00:00,16:06:57,On Market
115072763747,1078989,1,2.80,2021-08-28 00:00:00,18:17:21,On Market
115109942778,1084059,1,1.00,2021-09-02 00:00:00,12:37:23,Coronavirus
113577825489,1085839,1,0.01,2021-09-05 00:00:00,19:42:20,Coronavirus
115090496283,1080026,1,2.46,2021-08-30 00:00:00,10:18:35,Rural Property News
115095438368,1084081,1,4.52,2021-08-31 00:00:00,22:20:47,On Market
115072753281,1081964,1,2.03,2021-08-28 00:00:00,16:36:47,Title Deeds
114298148110,1080026,1,0.01,2021-08-28 00:00:00,21:10:25,Neighbourhoods
115072347971,1080026,3,0.78,2021-08-28 00:00:00,18:26:17,Rural
115035346259,787734,2,0.01,2021-08-22 00:00:00,21:45:02,Real Estate Guides
115072353807,1084157,1,0.01,2021-08-28 00:00:00,17:20:52,First Home Buyers
115167157732,1087169,2,5.36,2021-09-10 00:00:00,14:54:20,Title Deeds
112242346319,763150,2,0.01,2021-09-01 00:00:00,03:02:22,
100442979955,1084778,1,0.02,2021-09-02 00:00:00,13:05:37,First-Home Buyer Advice
115197985265,1063246,1,4.48,2021-09-14 00:00:00,18:28:20,Title Deeds
114996765962,1075964,1,38.27,2021-08-17 00:00:00,03:42:46,On Market
115167781525,436778,1,2.57,2021-09-10 00:00:00,20:38:13,
115000272673,1078835,1,2.09,2021-08-17 00:00:00,18:40:45,The Block
115055353923,1083040,1,10.25,2021-08-25 00:00:00,20:00:53,Coronavirus
34007672,1084751,1,3.47,2021-09-08 00:00:00,16:51:20,House Prices
115139086249,1085840,1,0.08,2021-09-06 00:00:00,21:07:46,House Prices
115027654861,1081964,2,2.66,2021-08-22 00:00:00,08:22:47,Title Deeds
115075841431,1083467,3,4.16,2021-08-28 00:00:00,18:08:44,On Market
114564774022,1081848,1,1.40,2021-08-25 00:00:00,09:57:17,House Prices
113423278564,1085208,5,2.54,2021-09-09 00:00:00,07:43:49,The Block Contestants
114263326375,1083467,1,0.01,2021-08-28 00:00:00,16:27:50,House Prices
114992911881,1083174,1,0.52,2021-08-26 00:00:00,23:35:17,Title Deeds
114327696312,1083684,1,1.20,2021-08-31 00:00:00,03:23:04,Home Loans
115110215379,1078783,1,2.73,2021-09-02 00:00:00,21:37:09,Auctions
115138875986,1085840,1,2.72,2021-09-06 00:00:00,21:33:55,House Prices
115054680268,1083040,1,1.20,2021-08-26 00:00:00,06:48:40,Auctions
100599276249,1075973,1,7.03,2021-08-22 00:00:00,06:44:11,Architecture and renovation
115138435212,1077478,1,0.62,2021-09-06 00:00:00,18:37:48,DIY
114999889272,1077966,1,1.18,2021-08-17 00:00:00,19:31:04,Suburb &amp; Neighbourhood Profiles
115094043847,1081848,1,1.83,2021-09-07 00:00:00,17:33:00,Coronavirus
115152146127,1084577,1,1.43,2021-09-08 00:00:00,12:03:52,Coronavirus
