UUSERID,ARTICLEID,CLICK,TIMEDURATION,VISITDATE,VISITTIME,CATEGORIES
114927113812,1081687,1,1.57,2021-08-22 00:00:00,17:53:35,Title Deeds
114539505822,1086886,1,3.70,2021-09-14 00:00:00,20:14:04,On Market
114352124709,1078783,1,4.79,2021-08-17 00:00:00,20:43:07,Auctions
115003365591,1079770,1,1.14,2021-08-17 00:00:00,21:55:24,House Prices
114845356560,1081278,1,1169.42,2021-08-27 00:00:00,13:48:26,New Property Developments
115076830753,1078989,1,1.23,2021-08-28 00:00:00,18:38:02,Analysis
115125302795,1084864,2,23.57,2021-09-04 00:00:00,10:06:43,House Prices
115160775171,1084577,1,1.19,2021-09-09 00:00:00,18:10:56,Coronavirus
115045303679,1081110,1,2.29,2021-08-24 00:00:00,21:19:21,Coronavirus
115091082535,1080026,1,0.01,2021-08-31 00:00:00,07:06:14,Suburb &amp; Neighbourhood Profiles
115128913409,1081278,1,1.36,2021-09-05 00:00:00,09:34:55,Sponsored content
115180785554,1084778,1,0.45,2021-09-12 00:00:00,14:00:31,Affordability
115068551917,1080026,1,1.04,2021-08-28 00:00:00,08:15:52,Neighbourhoods
115059423207,1081964,1,3.09,2021-08-26 00:00:00,19:40:30,Title Deeds
115065975419,1077478,1,7.40,2021-08-27 00:00:00,15:09:49,Architecture and renovation
115149763766,1086409,1,0.86,2021-09-08 00:00:00,09:06:17,House Prices
114947550315,1080026,1,0.58,2021-08-30 00:00:00,08:28:20,Suburb &amp; Neighbourhood Profiles
114683525004,1080026,2,2.60,2021-08-28 00:00:00,07:13:45,Rural
114804659292,1080026,1,1.54,2021-08-28 00:00:00,12:25:41,Rural Property News
115090505631,1083158,1,1.59,2021-08-31 00:00:00,00:32:29,Architecture and renovation
115024777055,1075975,1,3.00,2021-08-21 00:00:00,19:48:56,On Market
113147345642,1084751,1,3.25,2021-09-08 00:00:00,16:47:01,On Market
115110807471,1084778,1,1.15,2021-09-02 00:00:00,19:51:17,First-Home Buyer Advice
113522216654,1080026,2,3.00,2021-08-29 00:00:00,10:30:03,Suburb &amp; Neighbourhood Profiles
114738619332,1074487,1,3.38,2021-08-19 00:00:00,01:25:06,On Market
114933950512,1083467,3,1380.27,2021-08-27 00:00:00,17:11:58,On Market
115125292662,1085840,1,1.58,2021-09-04 00:00:00,19:04:53,Coronavirus
115087641552,1077478,1,0.01,2021-08-30 00:00:00,12:28:00,DIY
115077019134,1080026,1,8.14,2021-08-28 00:00:00,15:58:41," Advice and Market trends"
115072405233,1080026,2,27.61,2021-08-28 00:00:00,13:28:58,Rural
115160817528,1086254,1,0.01,2021-09-09 00:00:00,16:26:51,Housing Affordability
115091181218,1079997,1,14.77,2021-08-30 00:00:00,13:03:52,Neighbourhoods
115164068507,964598,1,17.10,2021-09-09 00:00:00,11:39:39,
115099555334,996746,1,13.92,2021-08-31 00:00:00,19:52:16,The Block Contestants
100871272013,1077478,1,2.73,2021-09-07 00:00:00,15:51:11,Small living
115129390049,1084523,4,7.49,2021-09-05 00:00:00,08:05:54,On Market
113982658789,1084577,1,2.25,2021-09-10 00:00:00,12:20:20,House Prices
115087674421,1084239,1,2.75,2021-08-30 00:00:00,18:45:57,Auctions
115121154555,1085208,1,1.64,2021-09-04 00:00:00,01:00:57,The Block
115033595460,1074194,2,2.87,2021-08-23 00:00:00,07:20:38,New Property Developments
113474649074,1079769,1,2.48,2021-08-17 00:00:00,15:33:39,Architecture and renovation
115128816882,1085020,1,18.47,2021-09-04 00:00:00,21:06:20,On Market
115072215762,1084157,2,1.29,2021-08-28 00:00:00,22:08:04,First-Home Buyer Advice
115149452262,1086433,4,2.62,2021-09-08 00:00:00,06:58:29,Title Deeds
115024794680,1082457,1,1.41,2021-08-21 00:00:00,22:16:40,
106910191307,1083467,1,0.10,2021-08-30 00:00:00,14:17:27,House Prices
115117666486,1080026,1,1.66,2021-09-03 00:00:00,16:08:03," Advice and Market trends"
115152847107,1086343,2,0.69,2021-09-08 00:00:00,15:05:39,Coronavirus
113508602394,1078835,1,1.47,2021-08-17 00:00:00,08:21:03,The Block Contestants
115027963292,1077685,1,1.21,2021-08-22 00:00:00,06:38:51,Suburb &amp; Neighbourhood Profiles
114694015221,1083467,1,0.50,2021-09-06 00:00:00,16:17:24,House Prices
115101621082,1084577,1,1.94,2021-09-01 00:00:00,19:59:43,Coronavirus
115094049126,925263,2,9.46,2021-08-31 00:00:00,22:44:58,
104604882814,1080026,1,1.20,2021-08-28 00:00:00,13:18:57,Suburb &amp; Neighbourhood Profiles
102196378307,1084778,1,0.34,2021-09-02 00:00:00,21:09:06,Coronavirus
115128908963,1082571,4,12.33,2021-09-05 00:00:00,05:35:33,Neighbourhoods
115139093585,1085916,1,3.06,2021-09-06 00:00:00,13:12:19,Architecture and renovation
114868809017,1085208,2,2.85,2021-09-04 00:00:00,22:21:33,On Market
115125524468,1085031,1,2.09,2021-09-04 00:00:00,21:48:03,Auctions
105064501733,1084538,1,2.56,2021-09-01 00:00:00,23:16:55,The Block
113517833707,1086343,1,3.82,2021-09-08 00:00:00,19:45:02,Renting Advice for Tenants
115012113494,1081450,1,1.69,2021-08-19 00:00:00,14:07:31,House Prices
115066372893,1083467,1,3.74,2021-08-27 00:00:00,15:38:26,On Market
115157283862,1086343,1,11.32,2021-09-08 00:00:00,13:22:14,Tenants
100558571355,1081814,1,1.90,2021-08-21 00:00:00,07:57:35,House Prices
115054809670,1082978,1,6.53,2021-08-26 00:00:00,08:52:42,Renting Advice for Tenants
113761993710,1080026,2,0.87,2021-08-28 00:00:00,14:35:44,Neighbourhoods
115027723022,1075653,2,48.90,2021-08-22 00:00:00,07:58:10,New Property Developments
114765480959,1084081,1,1.38,2021-09-01 00:00:00,05:43:36,On Market
115031798463,392415,1,1.34,2021-08-22 00:00:00,11:43:46,
114607120053,1084778,2,2.82,2021-09-04 00:00:00,21:57:47,Affordability
100474392119,1066578,1,1.47,2021-08-21 00:00:00,10:57:25,Property Unpacked Podcast
115149555728,1086409,1,1.33,2021-09-08 00:00:00,08:17:12,House Prices
115065741303,1083467,1,2.99,2021-08-27 00:00:00,14:26:18,On Market
115098747961,1084577,1,4.14,2021-09-01 00:00:00,06:50:10,Coronavirus
115153812826,1080026,1,2.92,2021-09-08 00:00:00,19:20:06,Rural Property News
101173407422,1083174,1,1.65,2021-08-25 00:00:00,13:05:39,Title Deeds
115080668059,1078989,1,2.73,2021-08-29 00:00:00,13:50:15,On Market
115186885581,1087729,1,3.81,2021-09-13 00:00:00,18:16:50,Bathrooms
115157314924,1086254,1,0.43,2021-09-09 00:00:00,07:46:58,Renting Advice for Tenants
115131733993,1084751,1,2.65,2021-09-05 00:00:00,19:09:05,On Market
111417897506,1083158,1,3.31,2021-09-10 00:00:00,12:59:27,Architecture and renovation
115087886699,1075653,1,1.14,2021-08-30 00:00:00,11:00:25,New Property Developments
114654410162,1085434,1,1.67,2021-09-13 00:00:00,20:07:29,Sponsored content
104605076227,1085208,2,20.07,2021-09-10 00:00:00,20:21:25,The Block
113556225240,1077478,1,21.64,2021-08-21 00:00:00,15:27:01,DIY
115101699784,1084577,1,0.95,2021-09-01 00:00:00,12:02:59,Coronavirus
115094048796,1081848,1,0.20,2021-08-31 00:00:00,13:00:21,House Prices
115018650219,1077674,1,6.42,2021-08-20 00:00:00,13:25:20,On Market
115051803794,1083079,1,1.33,2021-08-25 00:00:00,15:04:47,Auctions
115176510630,1084764,3,25.02,2021-09-11 00:00:00,15:04:48,Auctions
115183438212,1086068,1,2.36,2021-09-13 00:00:00,09:29:10,The Block Contestants
114373727044,1080026,1,1.60,2021-09-09 00:00:00,19:03:37," Advice and Market trends"
112455283615,1080026,2,2.05,2021-09-03 00:00:00,13:46:49,Rural
115084038067,1083684,1,0.04,2021-08-30 00:00:00,07:19:13,Coronavirus
114828674586,1078989,1,1.11,2021-09-10 00:00:00,07:46:01,On Market
115100175845,1084256,1,3.36,2021-09-01 00:00:00,06:48:14,House Prices
115033649146,1081892,1,0.01,2021-08-23 00:00:00,08:42:28,House Prices
115037237497,1085208,1,1.06,2021-09-10 00:00:00,07:57:21,The Block
115152148899,1086409,1,1.04,2021-09-08 00:00:00,16:31:08,Coronavirus
101174509957,1087384,1,1.33,2021-09-11 00:00:00,05:17:27,House Prices
113450798056,1081342,1,1.62,2021-08-20 00:00:00,06:06:54,On Market
115099418323,1084157,1,1.54,2021-09-01 00:00:00,00:30:24,First-Home Buyer Advice
115170531996,983922,1,30.17,2021-09-11 00:00:00,09:25:17,Celebrity
115094605146,1081278,1,5.65,2021-08-31 00:00:00,11:38:58,New Property Developments
115065828753,1081964,1,3.44,2021-08-27 00:00:00,21:51:33,Title Deeds
115066181559,1081403,1,1.66,2021-08-27 00:00:00,08:00:32,The Block
100427433416,1086024,1,0.78,2021-09-11 00:00:00,11:43:37,Architecture and renovation
115031346665,1082455,1,0.01,2021-08-22 00:00:00,11:21:03,Auctions
113964309139,1083467,1,0.90,2021-08-29 00:00:00,17:19:21,On Market
115148998403,983067,1,1.07,2021-09-08 00:00:00,08:14:41,Owners
115072641412,1083467,1,2.28,2021-08-28 00:00:00,14:31:22,House Prices
115184289124,1086722,1,3.65,2021-09-12 00:00:00,14:54:08,House Prices
101463263973,1083174,2,8.57,2021-08-26 00:00:00,20:37:40,Title Deeds
115031408272,1075973,1,1.46,2021-08-22 00:00:00,16:31:54,Architecture and renovation
115072303407,1081278,1,3.05,2021-08-28 00:00:00,20:04:54,New Property Developments
113613513931,1085208,3,3.07,2021-09-08 00:00:00,12:30:14,On Market
115027723406,1082457,1,1.17,2021-08-21 00:00:00,21:53:18,Auctions
115160651893,1086246,1,0.96,2021-09-09 00:00:00,17:42:59,Architecture and renovation
115170537904,1087384,1,3.39,2021-09-11 00:00:00,09:26:59,Celebrity
115174351416,424647,1,20.99,2021-09-11 00:00:00,15:37:45,
115009374576,1074487,1,1.78,2021-08-18 00:00:00,15:10:50,Analysis
115077094625,1080026,1,13.64,2021-08-28 00:00:00,13:28:11,Neighbourhoods
115072652963,1080026,1,5.09,2021-08-28 00:00:00,18:46:47,Neighbourhoods
115015607716,1081179,1,12.34,2021-08-20 00:00:00,09:44:37,Architecture and renovation
110829699012,1080026,1,2.00,2021-08-29 00:00:00,09:39:46,Suburb &amp; Neighbourhood Profiles
115153433786,1083467,1,2.64,2021-09-08 00:00:00,19:09:19,On Market
115125970939,279625,1,0.62,2021-09-04 00:00:00,22:52:46,
114366410245,1061704,2,980.13,2021-09-01 00:00:00,14:27:21,Coronavirus
115031346004,1075973,1,1.49,2021-08-22 00:00:00,16:07:25,Architecture and renovation
115143243569,1085936,1,4.15,2021-09-06 00:00:00,14:23:51,Auctions
115171151449,194158,1,5.58,2021-09-10 00:00:00,18:31:36,
115144819264,1086025,1,1.72,2021-09-07 00:00:00,21:09:24,Title Deeds
113974957177,1078989,1,1.97,2021-08-25 00:00:00,23:40:23,Analysis
115083994672,1083684,1,0.05,2021-08-30 00:00:00,08:42:57,Home Loans
115066190870,1078993,2,3.48,2021-08-27 00:00:00,08:08:01,Analysis
115076240886,1079697,1,14.60,2021-08-29 00:00:00,05:05:35,Suburb &amp; Neighbourhood Profiles
115099661398,1080026,1,15.69,2021-08-31 00:00:00,14:22:33,Neighbourhoods
113684511548,1084157,3,4.41,2021-08-28 00:00:00,19:08:45,First Home Buyers
114279690558,1083467,1,0.01,2021-09-02 00:00:00,19:36:22,House Prices
113943615550,1075527,1,5.21,2021-09-09 00:00:00,08:08:27,Gardening
114933808033,1075997,1,0.58,2021-08-27 00:00:00,10:05:22,Moving
115128740475,1082571,1,0.07,2021-09-05 00:00:00,10:14:03,Suburb &amp; Neighbourhood Profiles
113153668460,1087169,1,9.16,2021-09-11 00:00:00,17:58:03,Title Deeds
115047943868,1081964,1,2.25,2021-08-25 00:00:00,05:02:34,Title Deeds
114634836530,1077478,1,12.84,2021-08-21 00:00:00,06:37:58,Home trends
104817204403,1082455,1,1.36,2021-08-23 00:00:00,12:52:36,Auctions
114811030634,1087111,1,0.58,2021-09-14 00:00:00,15:30:09,House Prices
115009746390,1074487,1,4.77,2021-08-18 00:00:00,20:26:27,On Market
115015113579,1081712,3,3.15,2021-08-20 00:00:00,08:36:38,Housing Affordability
32193136,247537,1,2.53,2021-09-06 00:00:00,17:44:39,
115047905745,1075653,1,1.88,2021-08-24 00:00:00,18:26:17,Neighbourhoods
114430657203,1083233,1,2.69,2021-09-10 00:00:00,15:28:42,House Prices
115180497151,1087111,1,1.45,2021-09-12 00:00:00,15:30:35,House Prices
115035361955,1081892,1,16.80,2021-08-23 00:00:00,08:46:59,House Prices
115138871192,1084577,1,2.14,2021-09-06 00:00:00,10:17:42,House Prices
109735145428,1081848,1,1.46,2021-08-24 00:00:00,09:10:49,House Prices
110726443215,1079084,1,5.54,2021-09-04 00:00:00,16:45:08,New Developments
115190468690,1084237,3,77.21,2021-09-13 00:00:00,18:56:56,Analysis
112214780312,1083883,1,148.06,2021-09-11 00:00:00,21:54:36,Suburb &amp; Neighbourhood Profiles
110436366281,1081687,1,0.91,2021-08-21 00:00:00,17:06:20,Title Deeds
114560984342,1075975,1,1.12,2021-08-19 00:00:00,08:24:22,Neighbourhoods
115091184874,1084163,1,0.01,2021-08-31 00:00:00,05:47:02,Auctions
33151879,1082035,1,1.42,2021-08-21 00:00:00,13:10:29,On Market
115051897938,1081848,1,4.37,2021-08-25 00:00:00,22:13:11,House Prices
115113033908,1080026,1,8.17,2021-09-02 00:00:00,20:59:20,Rural
115098805119,1083158,1,3.77,2021-08-31 00:00:00,19:14:32,Architecture and renovation
115160290317,1086547,1,1.78,2021-09-09 00:00:00,15:48:43,House Prices
101208475696,1078072,1,0.15,2021-08-27 00:00:00,17:06:22,Report
115135288924,778586,1,65.27,2021-09-05 00:00:00,16:08:24,First-Home Buyer Advice
115048473568,1081848,1,3.11,2021-08-25 00:00:00,08:03:55,Coronavirus
115066177388,1075653,1,5.21,2021-08-27 00:00:00,20:36:05,Neighbourhoods
110815673875,1080026,1,0.01,2021-08-29 00:00:00,09:45:24,Rural Property News
34574214,1084577,1,2.24,2021-09-01 00:00:00,23:21:19,House Prices
100503962520,1085839,2,12.68,2021-09-04 00:00:00,22:51:07,Coronavirus
114011299434,1083467,1,0.01,2021-08-30 00:00:00,15:15:11,On Market
115187158689,1083158,1,0.77,2021-09-13 00:00:00,18:45:42,Architecture and renovation
114269054048,1078989,1,1.12,2021-08-26 00:00:00,18:14:33,Analysis
115171495707,1085208,1,0.78,2021-09-11 00:00:00,04:18:09,The Block Contestants
100592154902,1085115,1,1.39,2021-09-03 00:00:00,21:53:23,Renting Advice for Landlords
114966795751,1083174,1,1.54,2021-09-08 00:00:00,21:07:49,Title Deeds
115035260143,1081964,1,45.33,2021-08-22 00:00:00,23:24:27,Title Deeds
115069499262,1080026,1,3.48,2021-08-28 00:00:00,04:19:00,Suburb &amp; Neighbourhood Profiles
115084809264,1020380,1,12.46,2021-08-30 00:00:00,08:23:21,Renting Advice for Landlords
115052328702,1083174,1,1.04,2021-08-25 00:00:00,13:30:47,Title Deeds
115167879269,1086401,1,2.85,2021-09-10 00:00:00,21:25:01,Architecture and renovation
115187454771,1087729,1,0.01,2021-09-13 00:00:00,14:47:52,The Block Room Reveals
115110818815,1084577,1,3.43,2021-09-02 00:00:00,21:36:30,Coronavirus
115105751273,1084538,1,4.48,2021-09-02 00:00:00,08:18:07,The Block
115117861244,1084976,1,0.61,2021-09-03 00:00:00,18:24:15,Title Deeds
115099668071,1084256,1,3.45,2021-09-01 00:00:00,01:16:49,House Prices
115075929697,1083775,2,36.57,2021-08-29 00:00:00,07:30:54,Title Deeds
115075920934,1079997,1,1.89,2021-08-29 00:00:00,09:01:09,Neighbourhoods
113804768618,1081964,1,1.44,2021-08-26 00:00:00,23:55:56,Title Deeds
115003144200,1080111,1,1.31,2021-08-18 00:00:00,06:03:05,House Prices
115010229081,1078783,1,1.38,2021-08-18 00:00:00,19:23:20,Auctions
115024875931,1081403,1,1.59,2021-08-21 00:00:00,21:50:32,DIY
115041419101,1081458,1,1.77,2021-08-23 00:00:00,17:58:01,Architecture and renovation
115112968654,1084538,1,12.61,2021-09-02 00:00:00,17:13:28,Architecture and renovation
100442818737,1080026,1,2.66,2021-09-09 00:00:00,19:37:02,Rural Property News
115128844311,1084778,1,1.18,2021-09-05 00:00:00,05:40:46,Housing Affordability
115144814274,1085749,2,4.59,2021-09-07 00:00:00,09:57:36,Celebrity
115183581762,1087498,1,0.87,2021-09-13 00:00:00,10:01:30,House Prices
113367722063,1083467,1,1.34,2021-08-29 00:00:00,11:38:46,On Market
115065636329,1075997,1,2.12,2021-08-27 00:00:00,20:18:38,Sponsored content
115101694353,1085760,1,1.25,2021-09-13 00:00:00,17:52:50,Coronavirus
115047949996,1081964,2,66.55,2021-08-25 00:00:00,05:42:36,Title Deeds
115110039963,1080026,1,0.01,2021-09-14 00:00:00,14:18:58,Neighbourhoods
100452692264,1084157,2,1.65,2021-08-28 00:00:00,22:17:41," News and Guides"
115180109917,1083174,1,0.31,2021-09-12 00:00:00,20:26:16,Title Deeds
115138627420,1077478,1,20.88,2021-09-06 00:00:00,19:11:48,Architecture and renovation
115117449371,1084538,1,0.41,2021-09-03 00:00:00,16:52:05,Architecture and renovation
114397911958,1077966,1,1.35,2021-08-20 00:00:00,17:29:51,Neighbourhoods
115167175591,1086401,1,0.01,2021-09-10 00:00:00,22:44:51,Architecture and renovation
115077104159,1080026,1,13.35,2021-08-29 00:00:00,06:28:05,Rural Property News
115015307182,1081342,1,1.83,2021-08-20 00:00:00,00:59:48,On Market
115148988781,1086409,1,0.21,2021-09-08 00:00:00,08:17:25,House Prices
115068538048,1080026,1,1.19,2021-08-28 00:00:00,07:38:33,Suburb &amp; Neighbourhood Profiles
114835290412,1079997,1,1.06,2021-08-30 00:00:00,14:47:41,Suburb &amp; Neighbourhood Profiles
114243852818,1080757,1,3.70,2021-08-17 00:00:00,09:55:47,House Prices
115024786003,1075975,2,5.04,2021-08-21 00:00:00,21:37:23,Suburb &amp; Neighbourhood Profiles
100913873741,1080863,3,48.09,2021-08-18 00:00:00,05:51:50,On Market
114684084146,1077478,1,13.71,2021-08-24 00:00:00,22:39:27,DIY
115187690588,1084538,1,0.97,2021-09-13 00:00:00,14:15:58,Home trends
115083964359,1080026,1,0.01,2021-08-30 00:00:00,08:23:27,Neighbourhoods
115113347583,1080026,1,0.01,2021-09-02 00:00:00,12:43:25,Rural Property News
114779646036,1084538,1,1.04,2021-09-01 00:00:00,13:35:46,Architecture and renovation
113620392368,1084538,1,0.26,2021-09-02 00:00:00,19:30:59,Home trends
114018787413,861658,1,4.09,2021-08-23 00:00:00,11:19:56,Somewhere Else Podcast
115044554481,1082534,1,38.59,2021-08-24 00:00:00,22:25:27,Auctions
115149423237,1086409,1,0.37,2021-09-08 00:00:00,09:49:20,Coronavirus
115072373501,1084157,1,1.35,2021-08-28 00:00:00,19:29:59,First-Home Buyer Advice
115167159754,1086395,1,1.49,2021-09-10 00:00:00,15:45:19,Architecture and renovation
115149455266,1086433,3,12.46,2021-09-08 00:00:00,03:51:17,Title Deeds
115110023786,1084778,1,1.70,2021-09-02 00:00:00,15:33:29,Housing Affordability
115186900595,1084703,1,0.01,2021-09-13 00:00:00,14:07:00,House Prices
113358504618,408026,1,2.45,2021-08-27 00:00:00,20:59:01,
100458686958,1081964,1,1.31,2021-08-23 00:00:00,19:47:38,Title Deeds
115183507207,1085208,3,0.04,2021-09-13 00:00:00,00:33:58,On Market
115105151267,1084778,1,1.37,2021-09-02 00:00:00,06:55:06,Housing Affordability
115015404614,1074194,1,1.90,2021-08-19 00:00:00,15:47:33,New Property Developments
113434531603,1083467,1,3.99,2021-08-28 00:00:00,11:11:43,On Market
115047841048,1081964,1,1.43,2021-08-25 00:00:00,09:45:08,Title Deeds
115145318783,1086024,1,1.58,2021-09-07 00:00:00,16:30:56,Home trends
115058579425,1083214,1,3.61,2021-08-26 00:00:00,21:38:28,On Market
115003165576,1075964,1,1.32,2021-08-18 00:00:00,08:27:34,On Market
114901412761,1082455,1,28.29,2021-08-23 00:00:00,20:35:26,Coronavirus
115098702336,1084577,1,1.19,2021-09-01 00:00:00,07:43:05,House Prices
115032033329,1081964,1,1.13,2021-08-22 00:00:00,10:37:51,Title Deeds
115091564373,1082908,2,4.10,2021-08-31 00:00:00,04:51:18,Moving Tips
113864740749,1080026,1,0.72,2021-08-29 00:00:00,11:44:30,Rural
113380424746,1081393,2,50.20,2021-08-19 00:00:00,21:13:23,Auctions
115142078470,1084751,1,3.61,2021-09-07 00:00:00,00:59:59,On Market
113643352444,1083440,1,1.32,2021-08-29 00:00:00,06:10:01,Title Deeds
115027055400,1082035,1,2.66,2021-08-22 00:00:00,06:27:27,On Market
115117780697,1084778,1,2.31,2021-09-03 00:00:00,20:03:26,Affordability
115117728433,1084538,1,0.17,2021-09-03 00:00:00,18:28:49,Architecture and renovation
115015597547,1081712,1,3.29,2021-08-20 00:00:00,09:02:30,Affordability
115049340539,1075653,1,1.49,2021-08-24 00:00:00,20:08:00,Sponsored content
115063965681,1086409,1,1.41,2021-09-09 00:00:00,09:12:54,House Prices
100473763553,1084256,1,8.10,2021-09-01 00:00:00,21:02:59,House Prices
115170846130,1087016,1,11.47,2021-09-10 00:00:00,08:21:17,Auctions
114121646472,1085031,1,1.11,2021-09-06 00:00:00,21:31:04,Coronavirus
115044877561,1077484,1,1.61,2021-08-24 00:00:00,18:15:42,Analysis
115031370454,1060705,1,2.97,2021-08-22 00:00:00,17:07:19,First Home Buyers
112758595178,1085840,1,0.01,2021-09-06 00:00:00,16:36:53,House Prices
115129675379,1082908,1,23.19,2021-09-05 00:00:00,01:12:02,Suburb &amp; Neighbourhood Profiles
115180468892,1087384,1,0.86,2021-09-12 00:00:00,09:53:18,Celebrity
114999863306,1077478,1,4.11,2021-08-17 00:00:00,10:24:35,Architecture and renovation
113555915146,1083158,1,1.63,2021-08-31 00:00:00,12:14:16,Architecture and renovation
115065896465,1083467,1,1.21,2021-08-27 00:00:00,12:59:17,On Market
113534772888,1080757,1,1.42,2021-08-17 00:00:00,19:46:37,Coronavirus
115011855362,1081393,1,1.21,2021-08-19 00:00:00,23:32:09,Coronavirus
114739366740,1081826,1,0.68,2021-08-21 00:00:00,09:17:10,Coronavirus
115048506866,1077484,1,1.89,2021-08-24 00:00:00,18:24:02,Architecture and renovation
115052157248,1081964,1,2.70,2021-08-25 00:00:00,16:56:22,Title Deeds
115185106397,1084764,1,41.68,2021-09-13 00:00:00,06:26:29,Owners
115021649529,1000756,2,21.09,2021-08-20 00:00:00,22:09:30,On Market
115190303980,1084703,1,9.17,2021-09-13 00:00:00,22:47:53,Coronavirus
114094085777,1084256,1,1.60,2021-09-01 00:00:00,19:30:42,House Prices
115105200141,1080026,1,0.01,2021-09-02 00:00:00,06:12:15,Neighbourhoods
113057036934,1081137,1,4.33,2021-08-18 00:00:00,20:36:54,House Prices
115065614840,1083467,1,1.08,2021-08-27 00:00:00,18:44:37,House Prices
115180261015,1086722,1,2.11,2021-09-12 00:00:00,17:57:20,DIY
115034380494,1081964,1,14.46,2021-08-22 00:00:00,18:59:18,Title Deeds
114211860074,1087111,1,1.18,2021-09-12 00:00:00,16:12:32,House Prices
110201960718,1017335,1,0.01,2021-08-30 00:00:00,15:29:27,Interest Rates
115145013804,1085208,1,1.87,2021-09-07 00:00:00,22:23:06,On Market
115047887038,1074171,1,1.43,2021-08-24 00:00:00,20:25:03,New Property Developments
112409273286,1087608,1,0.01,2021-09-12 00:00:00,08:35:27,Title Deeds
100475135867,1075735,1,1.24,2021-08-19 00:00:00,20:18:21,Housing Affordability
115006505046,1077478,1,6.10,2021-08-18 00:00:00,19:49:05,DIY
115027076659,1077685,1,2.29,2021-08-22 00:00:00,06:25:33,Suburb &amp; Neighbourhood Profiles
114561180644,1074487,1,1.23,2021-08-18 00:00:00,17:22:59,Analysis
115083471867,1084157,1,1.75,2021-08-30 00:00:00,00:25:05,First Home Buyers
113651516708,1077966,1,1.82,2021-08-21 00:00:00,19:41:26,Neighbourhoods
115187423578,1084577,1,0.95,2021-09-13 00:00:00,17:13:25,House Prices
115031426065,1077478,1,17.10,2021-08-22 00:00:00,16:19:20,DIY
115138475553,1085031,1,0.03,2021-09-06 00:00:00,14:29:55,Auctions
115021810248,1081712,1,1.49,2021-08-20 00:00:00,10:46:39,Housing Affordability
115012179404,1081393,1,1.60,2021-08-19 00:00:00,12:17:05,House Prices
13505143,1082600,1,1.11,2021-09-09 00:00:00,11:07:54,Neighbourhoods
115051856446,1079608,1,1.30,2021-08-25 00:00:00,16:14:21,On Market
115170503556,1084235,1,1.17,2021-09-11 00:00:00,06:34:59,On Market
112701525772,1077484,1,1.63,2021-08-24 00:00:00,15:52:31,Architecture and renovation
107037371417,1086409,1,0.95,2021-09-08 00:00:00,20:39:19,House Prices
115063944698,1083044,3,431.08,2021-08-27 00:00:00,00:39:47,House Prices
115187018307,1087116,1,3.05,2021-09-13 00:00:00,22:42:24,Title Deeds
115048443647,1081964,1,2.20,2021-08-25 00:00:00,06:51:59,Title Deeds
115094795276,1083467,1,1.07,2021-08-31 00:00:00,19:38:50,On Market
115025241539,1075975,2,3.39,2021-08-21 00:00:00,21:20:42,Neighbourhoods
100481491500,1086433,2,2.13,2021-09-08 00:00:00,08:04:25,Title Deeds
114553228727,1081964,1,1.20,2021-08-27 00:00:00,18:49:53,Title Deeds
100436585686,1085868,1,0.69,2021-09-09 00:00:00,23:03:41,Architecture and renovation
110598712816,1084538,1,2.23,2021-09-05 00:00:00,07:17:51,The Block
115034385940,1081826,1,8.83,2021-08-23 00:00:00,01:10:34,Architecture and renovation
115037773627,1081892,1,1.47,2021-08-23 00:00:00,22:02:14,House Prices
114637225094,1083158,1,10.02,2021-09-07 00:00:00,18:22:50,Architecture and renovation
113563404870,1075997,1,1.39,2021-08-26 00:00:00,18:48:26,Sponsored content
115033658649,1081892,1,1.10,2021-08-23 00:00:00,08:02:20,Architecture and renovation
115152765422,1086409,1,0.71,2021-09-08 00:00:00,19:02:35,House Prices
113878266116,1079726,1,1.34,2021-08-23 00:00:00,07:06:23,Celebrity
112997090768,1079697,1,1.56,2021-08-30 00:00:00,06:59:59,Neighbourhoods
115058553055,1083334,1,16.27,2021-08-26 00:00:00,21:45:10,Affordability
115101637343,1084524,1,27.08,2021-09-02 00:00:00,00:05:30,Pets
115091113319,1084157,1,37.98,2021-08-30 00:00:00,12:15:06," News and Guides"
114800650648,1082455,1,4.16,2021-08-21 00:00:00,20:43:54,Auctions
115091084344,1080026,1,6.65,2021-08-30 00:00:00,19:58:05,Neighbourhoods
115051798090,1077151,1,0.55,2021-09-09 00:00:00,16:59:32,Moving Tips
115177081661,1083883,1,1.19,2021-09-12 00:00:00,07:40:47,Suburb &amp; Neighbourhood Profiles
115087417561,1079697,1,1.28,2021-08-30 00:00:00,20:36:11,Suburb &amp; Neighbourhood Profiles
114198833673,1080703,1,1.43,2021-08-22 00:00:00,16:35:24,Architecture and renovation
113301615915,1085760,1,1.42,2021-09-08 00:00:00,10:06:25,Coronavirus
115047667982,1081403,1,7.86,2021-08-25 00:00:00,09:33:22,DIY
113634515351,1082571,1,0.95,2021-09-05 00:00:00,15:55:22,Suburb &amp; Neighbourhood Profiles
115139193197,877526,1,3.84,2021-09-06 00:00:00,10:51:23,DIY
115131625716,1085208,4,6.63,2021-09-05 00:00:00,23:27:26,The Block Contestants
115047654410,1077484,1,5.01,2021-08-25 00:00:00,07:58:57,Architecture and renovation
113900746132,1081964,1,1.41,2021-08-24 00:00:00,19:25:19,Title Deeds
115083510536,1083684,1,0.01,2021-08-30 00:00:00,09:01:55,Coronavirus
